id,affected_count,total_amount,naic_sector,naic_national_industry,sector,breach_date,cause
5549,148,5152114,92,921110,Public,2016-02-04,NA
5550,178,20395,54,541512,Professional,2015-06-28,External - Former Employee
5551,2,774,51,517919,Information,2013-07-30,External - Nation State
5552,1376,6115170,33,336411,Manufacturing,2020-04-18,External - Former Employee
5553,10353,6949301,92,921110,Public,2016-01-03,NA
5554,8,148069,56,561510,Administrative,2015-08-29,External - Terrorist
5555,1,190,54,541611,Professional,2013-09-06,External - Vendor
5556,45,88401,55,551112,Management,2019-10-15,External - Former Employee
5557,57,53861,56,561440,Administrative,2014-09-28,External - Former Consultant
5558,1,1347666,52,522298,Financial,2012-03-17,Internal - Trusted Third Party (TTP)
5559,311,110145,56,561510,Administrative,2013-09-20,Internal - Organization
5560,0,0,51,519130,Information,2018-06-24,External - Former Consultant
5561,138,79357,45,453210,Retail,2013-11-03,NA
5562,4065,16480443,54,541512,Professional,2015-01-18,Internal - Trusted Third Party (TTP)
5563,45,1652,54,541211,Professional,2013-09-09,External - Other
5564,193,53595,61,611110,Education,2014-05-01,External - Former Employee
5565,1028,3572429,81,813930,Other,2018-05-15,Internal - Employee
5566,436,24853,51,517911,Information,2013-04-08,External - Hacktivist
5567,89,652100,92,922120,Public,2013-11-12,External - Hacktivist
5568,8,4196451,53,531210,Real Estate,2020-11-16,External - Hacktivist
5569,1164,2752833,51,519190,Information,2019-08-23,External - Other
5570,19,53875,72,722511,Hospitality,2011-04-18,NA
5571,53,12869,62,621420,Healthcare,2012-06-24,Internal - Trusted Third Party (TTP)
5572,0,0,56,561499,Administrative,2018-05-11,External - Terrorist
5573,4,321662,42,423990,Trade,2020-06-10,Internal - Consultant
5574,5518,74203,33,331110,Manufacturing,2013-05-26,NA
5575,52,158559,44,442110,Retail,2015-08-19,External - Other
5576,3779,415154,56,561510,Administrative,2013-04-14,External - Hacktivist
5577,0,0,62,621111,Healthcare,2020-10-13,External - Criminal Organization
5578,765,3086656,49,491110,Transportation,2014-08-07,External - Nation State
5579,0,0,92,928120,Public,2013-12-03,External - Terrorist
5580,6583,3486,54,541330,Professional,2018-09-06,External - Other
5581,9,28897,54,541990,Professional,2013-09-28,External - Terrorist
5582,2011,619826,92,921190,Public,2017-03-05,External - Former Consultant
5583,9,615896,52,524126,Financial,2011-10-14,Internal - Consultant
5584,0,0,56,561440,Administrative,2012-12-12,Internal - Organization
5585,1874,15928,62,621320,Healthcare,2014-02-12,External - Former Consultant
5586,145,1452841,72,722513,Hospitality,2012-05-16,External - Criminal Organization
5587,1,2077555,92,921110,Public,2020-10-22,External - Hacktivist
5588,15,1857477,62,623990,Healthcare,2015-10-26,Internal - Other
5589,820,25962706,56,561990,Administrative,2017-04-30,External - Former Employee
5590,1,2877573,62,621498,Healthcare,2014-09-16,Internal - Trusted Third Party (TTP)
5591,3,7550346,55,551112,Management,2015-05-23,External - Nation State
5592,1,12531,51,517911,Information,2019-10-09,External - Terrorist
5593,801,299245,81,812990,Other,2016-11-01,NA
5594,0,0,61,611110,Education,2017-09-29,Internal - Consultant
5595,58,3347,52,525110,Financial,2013-05-05,NA
5596,0,0,62,621420,Healthcare,2015-09-09,External - Criminal Organization
5597,131,20563,51,511210,Information,2018-08-14,External - Former Employee
5598,206,315563,52,522110,Financial,2013-12-01,External - Vendor
5599,4709,61862,81,812990,Other,2011-09-24,External - Terrorist
5600,4,4514,52,524210,Financial,2016-10-30,Internal - Trusted Third Party (TTP)
5601,8218,760545,72,721110,Hospitality,2013-01-04,Internal - Employee
5602,0,0,56,561440,Administrative,2019-10-03,Internal - Trusted Third Party (TTP)
5603,5974,17594353,51,511110,Information,2014-04-15,External - Hacktivist
5604,1,129689,81,811192,Other,2012-12-05,External - Criminal Organization
5605,9,151295,56,561499,Administrative,2015-05-17,External - Hacktivist
5606,267,13039495,52,524210,Financial,2018-06-11,External - Former Employee
5607,428,51360,92,921110,Public,2014-05-01,Internal - Other
5608,437,24307,72,722320,Hospitality,2012-07-06,External - Criminal Organization
5609,228,105785,55,551112,Management,2011-08-02,Internal - Consultant
5610,0,0,51,519130,Information,2016-02-16,External - Nation State
5611,37,1371087,54,541213,Professional,2016-06-29,Internal - Trusted Third Party (TTP)
5612,78445,5534587,52,524210,Financial,2011-11-12,External - Former Employee
5613,2009,34807,56,561440,Administrative,2016-12-28,External - Former Consultant
5614,5,11510,72,721120,Hospitality,2011-02-01,External - Hacktivist
5615,24,462564,44,446110,Retail,2014-12-19,Internal - Trusted Third Party (TTP)
5616,7,187054,61,611310,Education,2014-06-28,Internal - Organization
5617,5076,620968,72,722410,Hospitality,2014-03-31,Internal - Trusted Third Party (TTP)
5618,16,2091,56,561440,Administrative,2012-09-24,Internal - Trusted Third Party (TTP)
5619,5,176158,56,561491,Administrative,2014-04-19,Internal - Employee
5620,583,2151,54,541618,Professional,2018-12-23,External - Criminal Organization
5621,504,373267,52,523120,Financial,2012-01-08,External - Nation State
5622,23,14375,48,488210,Transportation,2017-03-26,External - Former Consultant
5623,6,124170,92,921110,Public,2013-09-20,NA
5624,7,289141,51,515120,Information,2017-06-26,NA
5625,496,388637,61,611110,Education,2019-01-02,NA
5626,1,485280,54,541810,Professional,2013-09-07,External - Nation State
5627,5,893,56,561510,Administrative,2013-09-01,External - Former Consultant
5628,385,11675,56,561440,Administrative,2019-07-30,External - Hacktivist
5629,134113,788549,62,621111,Healthcare,2019-07-07,External - Former Consultant
5630,3852,491559,56,561990,Administrative,2017-04-10,Internal - Other
5631,123,97899,56,561990,Administrative,2019-08-26,NA
5632,180,549850,54,541110,Professional,2011-07-13,Internal - Employee
5633,2,148515,62,621111,Healthcare,2014-09-12,Internal - Trusted Third Party (TTP)
5634,13815,4164094,55,551111,Management,2012-03-04,Internal - Organization
5635,1,36241,32,325620,Manufacturing,2015-12-30,External - Criminal Organization
5636,2,4751,71,712110,Entertainment,2015-06-08,External - Former Consultant
5637,0,0,52,523910,Financial,2019-01-27,NA
5638,8,481734,31,312130,Manufacturing,2014-07-11,Internal - Organization
5639,46,963349,52,522320,Financial,2019-12-13,External - Criminal Organization
5640,188,61533,56,561510,Administrative,2014-11-17,External - Terrorist
5641,7,331532,32,326199,Manufacturing,2014-03-06,External - Vendor
5642,5,179026,56,561440,Administrative,2014-02-26,External - Other
5643,89,1599,62,621498,Healthcare,2014-09-08,External - Hacktivist
5644,0,0,54,541611,Professional,2019-02-26,NA
5645,71,335525,56,561440,Administrative,2013-12-28,External - Former Consultant
5646,0,0,51,519130,Information,2012-04-14,External - Hacktivist
5647,1954,187232,11,112120,Agriculture,2019-02-03,External - Former Employee
5648,976,20247,42,424720,Trade,2017-04-04,NA
5649,43507,250226,56,561311,Administrative,2011-06-09,External - Vendor
5650,417,599179,56,561110,Administrative,2015-10-30,External - Former Consultant
5651,0,0,61,611699,Education,2011-10-31,Internal - Other
5652,41,53820283,81,813910,Other,2020-02-11,Internal - Organization
5653,0,0,52,522298,Financial,2018-02-03,Internal - Other
5654,10,712493,56,561110,Administrative,2019-03-28,External - Terrorist
5655,2360,577672,54,541940,Professional,2020-10-11,External - Nation State
5656,2,31036,54,541611,Professional,2015-02-13,Internal - Organization
5657,35,431668,32,326122,Manufacturing,2016-11-21,External - Former Employee
5658,52,2872494,92,921110,Public,2014-10-22,Internal - Trusted Third Party (TTP)
5659,146,23884225,54,541110,Professional,2014-01-17,External - Terrorist
5660,14391,24813,48,488410,Transportation,2016-06-17,Internal - Other
5661,9508,14054,62,621111,Healthcare,2015-01-04,Internal - Organization
5662,777,7215195,72,722511,Hospitality,2019-12-01,External - Other
5663,1,4829,52,522390,Financial,2018-01-15,External - Other
5664,2253,1123789,54,541810,Professional,2018-08-27,Internal - Consultant
5665,2,40053,NA,NA,NA,2018-04-24,External - Vendor
5666,7,889,54,541219,Professional,2011-02-26,External - Former Employee
5667,1,869,11,111421,Agriculture,2012-08-23,Internal - Organization
5668,661,289366,92,921190,Public,2012-02-27,External - Vendor
5669,198,428835843,44,448150,Retail,2017-01-16,External - Criminal Organization
5670,43,27443,33,332216,Manufacturing,2013-11-03,External - Former Employee
5671,1,15396,45,453998,Retail,2016-10-04,Internal - Organization
5672,3,5983,61,611110,Education,2014-10-20,External - Vendor
5673,3,11133,61,611110,Education,2013-06-30,NA
5674,11,18567,72,722410,Hospitality,2013-07-29,External - Nation State
5675,129,1691576,72,721110,Hospitality,2020-09-17,External - Criminal Organization
5676,3,4989,51,515120,Information,2019-09-24,External - Hacktivist
5677,28,1487996,54,541511,Professional,2016-04-10,External - Vendor
5678,4,20823,56,561440,Administrative,2012-05-23,Internal - Other
5679,1,4698,54,541820,Professional,2016-11-13,External - Nation State
5680,6947,32793,72,721110,Hospitality,2012-10-24,Internal - Consultant
5681,2,83628,44,444110,Retail,2020-04-19,NA
5682,1590,417268,92,921110,Public,2018-11-15,External - Other
5683,15,3106177,72,722513,Hospitality,2018-07-16,External - Other
5684,4780,111367,62,621111,Healthcare,2015-07-13,External - Terrorist
5685,2044,276140,53,532490,Real Estate,2018-03-14,Internal - Other
5686,15,62590,51,517911,Information,2015-06-22,Internal - Organization
5687,12,55480,56,561990,Administrative,2017-06-18,Internal - Organization
5688,220,1684008,61,611310,Education,2018-08-29,Internal - Trusted Third Party (TTP)
5689,59131,94487850,54,541519,Professional,2011-09-23,External - Other
5690,236,35534,44,441228,Retail,2013-11-07,External - Nation State
5691,3,80723,62,621111,Healthcare,2014-06-18,NA
5692,4,691,51,517911,Information,2016-01-18,External - Criminal Organization
5693,88807,64833,54,541618,Professional,2020-04-28,External - Criminal Organization
5694,533,1012613,92,922120,Public,2012-02-20,External - Former Employee
5695,140,1331399,52,522110,Financial,2013-08-07,External - Nation State
5696,3,79649,72,722511,Hospitality,2020-06-01,External - Hacktivist
5697,24,30940,61,611110,Education,2012-09-29,NA
5698,293,96660,56,561311,Administrative,2017-11-08,Internal - Organization
5699,1,20842,54,541211,Professional,2019-07-20,Internal - Organization
5700,8,52750,56,561510,Administrative,2019-07-19,Internal - Organization
5701,15,8046,52,524113,Financial,2014-06-20,Internal - Organization
5702,488,91239,61,611310,Education,2015-07-13,Internal - Employee
5703,0,0,42,423620,Trade,2019-02-07,Internal - Trusted Third Party (TTP)
5704,184,104743,62,621111,Healthcare,2019-10-17,External - Terrorist
5705,481,23674329,54,541618,Professional,2014-05-30,External - Other
5706,210,4585898,61,611310,Education,2015-02-17,Internal - Trusted Third Party (TTP)
5707,1561,88415,51,511110,Information,2013-08-04,Internal - Employee
5708,803,7959,51,511199,Information,2016-08-14,External - Former Consultant
5709,1091,511472,81,813910,Other,2012-09-17,External - Former Consultant
5710,3,784,62,621111,Healthcare,2013-07-09,External - Nation State
5711,644,13301,44,444120,Retail,2014-10-03,External - Nation State
5712,118392,32713,62,621111,Healthcare,2011-07-09,External - Former Consultant
5713,5,46100,56,561720,Administrative,2019-08-10,External - Former Employee
5714,0,0,54,541611,Professional,2011-12-20,NA
5715,9,145278,56,561990,Administrative,2019-05-28,Internal - Employee
5716,1,15834,32,325612,Manufacturing,2019-09-22,Internal - Other
5717,25,17939,56,561990,Administrative,2016-12-26,NA
5718,1,176326,61,611110,Education,2017-07-05,External - Criminal Organization
5719,220,55699,92,921110,Public,2014-05-20,External - Nation State
5720,0,0,52,523930,Financial,2019-09-26,External - Other
5721,26,11421,51,511210,Information,2015-07-17,External - Vendor
5722,0,0,56,561990,Administrative,2014-07-23,External - Hacktivist
5723,3,105427,61,611699,Education,2017-10-02,External - Nation State
5724,0,0,33,332999,Manufacturing,2012-02-06,External - Criminal Organization
5725,453539,8940757,42,423210,Trade,2013-10-07,External - Nation State
5726,38379,637712,52,522298,Financial,2018-11-10,External - Criminal Organization
5727,2,5061,44,445110,Retail,2018-09-13,Internal - Consultant
5728,0,0,92,921110,Public,2017-04-04,External - Vendor
5729,22,156997,92,925110,Public,2015-04-17,External - Former Consultant
5730,89,12611088,54,541511,Professional,2014-05-23,External - Other
5731,5,3079,61,611310,Education,2019-04-29,External - Former Consultant
5732,9,7434,71,711110,Entertainment,2013-12-26,Internal - Trusted Third Party (TTP)
5733,53487,18871473,62,622110,Healthcare,2019-04-09,External - Nation State
5734,653,1302338,56,561440,Administrative,2017-08-09,External - Former Consultant
5735,14587,605887,NA,NA,NA,2019-06-30,External - Former Consultant
5736,54,4837874,45,452210,Retail,2016-01-11,External - Former Consultant
5737,30721,30539,32,325211,Manufacturing,2013-08-01,External - Criminal Organization
5738,87,316934,52,523930,Financial,2013-05-02,External - Former Consultant
5739,14,13594785,56,561110,Administrative,2012-02-23,External - Vendor
5740,15011,366757915,56,561990,Administrative,2012-10-12,External - Former Employee
5741,9326,1626413,81,811310,Other,2011-08-19,Internal - Trusted Third Party (TTP)
5742,43,431,61,611519,Education,2012-01-12,Internal - Consultant
5743,15,52118,52,522110,Financial,2014-07-01,Internal - Other
5744,369,2265512,72,721110,Hospitality,2018-01-03,NA
5745,264,3987615,33,332613,Manufacturing,2017-08-04,External - Vendor
5746,83,70145,71,713940,Entertainment,2015-06-26,Internal - Employee
5747,1100,368099,54,541990,Professional,2011-07-21,External - Nation State
5748,32741,64987,62,622110,Healthcare,2012-10-05,External - Nation State
5749,106,80754,92,928120,Public,2015-10-23,External - Former Consultant
5750,56,52179,62,623311,Healthcare,2020-11-29,Internal - Employee
5751,1,1902,54,541611,Professional,2015-03-07,Internal - Consultant
5752,27,571915,54,541110,Professional,2016-03-25,External - Terrorist
5753,1,11378,81,813410,Other,2019-06-15,NA
5754,12,1063,61,611699,Education,2019-08-02,Internal - Trusted Third Party (TTP)
5755,331,9427,54,541511,Professional,2014-06-22,NA
5756,1,192,44,448190,Retail,2020-06-03,Internal - Trusted Third Party (TTP)
5757,9634,40986189,92,922120,Public,2020-09-20,Internal - Organization
5758,62,26620,54,541320,Professional,2012-03-11,External - Nation State
5759,1276,9158853,81,812990,Other,2015-01-25,Internal - Consultant
5760,13,12542,44,448120,Retail,2018-11-09,External - Terrorist
5761,0,0,62,621111,Healthcare,2011-08-28,External - Nation State
5762,2167,286277,61,611310,Education,2015-03-05,Internal - Other
5763,5,26453,54,541611,Professional,2016-03-15,Internal - Trusted Third Party (TTP)
5764,16,3591,56,561990,Administrative,2017-08-15,External - Former Consultant
5765,45,45491,52,524210,Financial,2014-08-18,External - Criminal Organization
5766,369,838,51,511210,Information,2019-05-30,External - Criminal Organization
5767,0,0,72,721110,Hospitality,2012-09-28,NA
5768,102,3192148,62,622110,Healthcare,2011-03-06,External - Other
5769,20,116874,92,921190,Public,2020-12-12,External - Criminal Organization
5770,1291,1522745,51,517311,Information,2015-02-23,External - Hacktivist
5771,365,5684319,51,511120,Information,2015-06-21,External - Criminal Organization
5772,74,1529924,61,611110,Education,2013-01-08,Internal - Trusted Third Party (TTP)
5773,5,43454,56,561990,Administrative,2015-07-05,External - Criminal Organization
5774,0,0,62,621111,Healthcare,2017-01-01,Internal - Other
5775,119136,548420,56,561990,Administrative,2019-04-30,Internal - Employee
5776,1,12727,62,622110,Healthcare,2018-03-24,Internal - Consultant
5777,112,131017,52,522110,Financial,2020-10-14,External - Hacktivist
5778,1,6115,56,561990,Administrative,2014-09-11,External - Criminal Organization
5779,6,1330,62,624410,Healthcare,2016-10-28,External - Former Employee
5780,1,49291,62,621340,Healthcare,2012-05-09,Internal - Trusted Third Party (TTP)
5781,1610,378493,54,541990,Professional,2011-05-29,Internal - Organization
5782,5,37482,81,811112,Other,2016-03-27,External - Former Consultant
5783,16953,41036,54,541511,Professional,2016-02-21,Internal - Trusted Third Party (TTP)
5784,3,4324,62,621391,Healthcare,2014-12-29,Internal - Trusted Third Party (TTP)
5785,625,4632728,44,446110,Retail,2013-11-04,NA
5786,0,0,44,443142,Retail,2011-08-08,NA
5787,11,150652,42,424490,Trade,2018-08-17,External - Former Consultant
5788,97,3826,42,423220,Trade,2011-07-22,Internal - Organization
5789,0,0,62,621111,Healthcare,2011-05-24,External - Criminal Organization
5790,85,1100039,71,713940,Entertainment,2017-09-06,External - Hacktivist
5791,174,11340,62,621111,Healthcare,2014-01-08,External - Nation State
5792,542,211710,52,524210,Financial,2016-11-13,Internal - Consultant
5793,54,10444748,62,624120,Healthcare,2013-01-24,External - Former Employee
5794,49,2879,52,524114,Financial,2011-02-09,Internal - Other
5795,31123,33394103,55,551111,Management,2017-08-10,External - Terrorist
5796,4,119,48,488991,Transportation,2011-07-15,External - Vendor
5797,1,15178,52,523120,Financial,2014-02-27,NA
5798,3,143439,92,921110,Public,2013-06-01,Internal - Consultant
5799,80,838287,56,561491,Administrative,2017-11-13,External - Vendor
5800,597,1117983,44,448120,Retail,2017-01-19,External - Criminal Organization
5801,10,33968,54,541110,Professional,2016-11-02,NA
5802,41,8975,62,621320,Healthcare,2018-10-02,Internal - Trusted Third Party (TTP)
5803,109,3805,53,531110,Real Estate,2012-10-04,Internal - Employee
5804,2,8209,51,511110,Information,2017-09-25,External - Hacktivist
5805,16,7925,44,447190,Retail,2016-03-10,Internal - Trusted Third Party (TTP)
5806,8,5504729,61,611310,Education,2018-05-02,External - Former Consultant
5807,53,34757,56,561621,Administrative,2020-04-29,External - Vendor
5808,1,1931,92,926150,Public,2018-03-12,Internal - Trusted Third Party (TTP)
5809,764,5505597,62,621320,Healthcare,2014-03-24,External - Nation State
5810,1,364,44,444220,Retail,2019-07-16,External - Former Consultant
5811,0,0,92,921190,Public,2018-10-18,External - Terrorist
5812,2245,163625,54,541890,Professional,2017-06-14,External - Criminal Organization
5813,2,23518,51,511130,Information,2020-09-29,Internal - Organization
5814,5,897608,56,561499,Administrative,2014-05-31,Internal - Other
5815,53,52385,56,561990,Administrative,2015-10-11,External - Former Employee
5816,1,453099,54,541380,Professional,2017-05-27,External - Other
5817,0,0,62,623110,Healthcare,2019-08-07,External - Terrorist
5818,0,0,61,611310,Education,2013-10-02,Internal - Organization
5819,77,7635,71,711510,Entertainment,2018-06-09,Internal - Organization
5820,2,27892,51,519110,Information,2018-01-22,External - Vendor
5821,4,3531,56,561311,Administrative,2011-02-21,Internal - Other
5822,65,1315604,92,921110,Public,2011-10-21,Internal - Organization
5823,1771,58853,72,721110,Hospitality,2012-06-20,Internal - Consultant
5824,30889,3229826,62,621111,Healthcare,2020-05-11,External - Former Employee
5825,9,244252,92,921190,Public,2012-08-29,External - Terrorist
5826,122,347960,62,624190,Healthcare,2020-01-16,External - Nation State
5827,11,136270,52,522320,Financial,2011-12-30,NA
5828,3017,510981,31,311999,Manufacturing,2017-08-30,External - Terrorist
5829,3,3173785,51,519120,Information,2020-06-19,External - Hacktivist
5830,0,0,72,721110,Hospitality,2013-07-11,External - Former Employee
5831,3,43739,54,541810,Professional,2016-08-10,External - Other
5832,27,1261,72,721110,Hospitality,2016-10-24,Internal - Organization
5833,740,39499,52,523930,Financial,2013-01-22,Internal - Other
5834,2,485377,NA,NA,NA,2020-12-06,External - Former Consultant
5835,362,285645,NA,NA,NA,2012-02-06,External - Terrorist
5836,0,0,56,561990,Administrative,2014-01-10,Internal - Organization
5837,1,423744,33,334118,Manufacturing,2014-12-01,Internal - Trusted Third Party (TTP)
5838,4475,313255,56,561110,Administrative,2011-03-02,External - Criminal Organization
5839,1832,213896299,54,541810,Professional,2017-04-04,External - Hacktivist
5840,2,562594,62,621111,Healthcare,2017-12-18,External - Criminal Organization
5841,5,3749,62,622110,Healthcare,2018-07-17,External - Former Consultant
5842,0,0,92,926110,Public,2016-10-27,Internal - Trusted Third Party (TTP)
5843,150,2391,56,561621,Administrative,2016-03-12,External - Criminal Organization
5844,57,2927076,44,443142,Retail,2019-04-24,Internal - Trusted Third Party (TTP)
5845,3183,37574,81,813319,Other,2020-10-27,External - Nation State
5846,22,393,51,518210,Information,2014-06-20,External - Nation State
5847,5488,1740192,61,611310,Education,2014-02-22,External - Former Employee
5848,6766,13995289,51,517919,Information,2019-01-29,NA
5849,114,92,56,561210,Administrative,2015-03-11,NA
5850,325,141656,92,921190,Public,2014-01-03,External - Hacktivist
5851,13,397,52,522298,Financial,2016-11-09,External - Other
5852,956,44698,62,623110,Healthcare,2016-05-05,NA
5853,122,300048,92,921110,Public,2018-08-06,External - Nation State
5854,1466,182975,48,481111,Transportation,2015-10-22,External - Vendor
5855,1681,3034056,56,561611,Administrative,2020-04-01,External - Other
5856,3,7589,52,522320,Financial,2015-06-18,External - Criminal Organization
5857,0,0,92,921110,Public,2015-12-14,External - Terrorist
5858,1,187,56,561440,Administrative,2015-09-21,External - Former Employee
5859,5197,128225,51,511210,Information,2011-12-14,Internal - Other
5860,33,103030,62,621111,Healthcare,2017-02-03,Internal - Organization
5861,335,1007532,92,921110,Public,2012-06-10,External - Nation State
5862,1157,1401818,56,561440,Administrative,2012-07-03,External - Criminal Organization
5863,2511,147218,56,561740,Administrative,2013-01-29,Internal - Trusted Third Party (TTP)
5864,1,356609,55,551112,Management,2020-07-03,External - Terrorist
5865,0,0,54,541613,Professional,2016-03-02,Internal - Employee
5866,167,10687,54,541618,Professional,2017-11-26,Internal - Other
5867,475,105943,33,332812,Manufacturing,2017-09-12,External - Former Consultant
5868,0,0,52,524210,Financial,2020-06-29,Internal - Organization
5869,58,31832,54,541611,Professional,2018-08-07,External - Terrorist
5870,30,2546,54,541512,Professional,2011-01-08,NA
5871,7,265054,44,441110,Retail,2011-10-31,External - Hacktivist
5872,33,176,33,334515,Manufacturing,2019-07-09,External - Former Consultant
5873,1267,547152,61,611110,Education,2020-07-05,Internal - Consultant
5874,103,16070,52,524210,Financial,2014-09-19,Internal - Trusted Third Party (TTP)
5875,12,63329,62,621111,Healthcare,2012-08-23,External - Terrorist
5876,199,26067515,NA,NA,NA,2014-12-01,External - Terrorist
5877,3,2333,62,622110,Healthcare,2019-01-01,External - Terrorist
5878,1,147279,23,237210,Construction,2014-07-06,Internal - Consultant
5879,479,1700256,31,314120,Manufacturing,2017-12-04,Internal - Organization
5880,0,0,52,522298,Financial,2017-10-06,External - Hacktivist
5881,113,16100,61,611310,Education,2013-11-19,External - Other
5882,111,371616,71,713940,Entertainment,2014-06-21,External - Former Consultant
5883,45,31564,52,524210,Financial,2019-12-04,External - Other
5884,5041,340260,62,621498,Healthcare,2017-05-14,Internal - Consultant
5885,2,58,81,811211,Other,2017-08-12,Internal - Organization
5886,50,2112,56,561440,Administrative,2019-05-04,Internal - Consultant
5887,1002,305665,54,541512,Professional,2014-04-24,External - Hacktivist
5888,5,11090,54,541512,Professional,2016-01-09,Internal - Consultant
5889,386,110543,52,524114,Financial,2015-01-09,External - Vendor
5890,131,189,56,561440,Administrative,2012-03-09,Internal - Consultant
5891,2,191,81,813410,Other,2014-01-12,Internal - Employee
5892,1739,2811,22,221210,Utilities,2019-04-16,Internal - Trusted Third Party (TTP)
5893,0,0,23,238310,Construction,2017-09-27,External - Former Employee
5894,423,637621,33,334519,Manufacturing,2019-06-17,External - Criminal Organization
5895,4371,306891,92,921120,Public,2020-08-22,External - Former Employee
5896,115,7303,52,522293,Financial,2017-09-08,NA
5897,63720,336798,23,238130,Construction,2014-08-11,External - Nation State
5898,45,93863,52,522390,Financial,2011-09-11,External - Vendor
5899,0,0,42,424720,Trade,2014-07-05,Internal - Other
5900,174,1173559,81,812990,Other,2012-08-18,Internal - Employee
5901,12,8954,51,515111,Information,2012-07-28,Internal - Employee
5902,24051,486351,54,541611,Professional,2012-04-30,External - Former Consultant
5903,0,0,52,522110,Financial,2013-08-23,External - Former Employee
5904,7,7310,56,561990,Administrative,2012-06-24,External - Terrorist
5905,24,4703553,31,315110,Manufacturing,2014-10-10,Internal - Other
5906,10,1195941,56,561110,Administrative,2017-08-05,NA
5907,22630,28757,81,813940,Other,2020-09-14,External - Former Employee
5908,382,415236,42,424120,Trade,2012-03-24,External - Hacktivist
5909,9,62551,54,541612,Professional,2020-11-01,External - Terrorist
5910,239,1428899,32,325411,Manufacturing,2016-02-06,External - Former Employee
5911,32,53496,56,561510,Administrative,2018-09-01,External - Other
5912,4,892807,92,921120,Public,2011-08-28,External - Criminal Organization
5913,1,3633,54,541511,Professional,2014-11-17,External - Former Employee
5914,0,0,72,722410,Hospitality,2013-07-15,Internal - Other
5915,0,0,62,621610,Healthcare,2018-12-25,NA
5916,0,0,92,921110,Public,2019-06-11,Internal - Trusted Third Party (TTP)
5917,8372,355784,62,621340,Healthcare,2017-02-05,NA
5918,595,7700878,81,813110,Other,2014-12-01,Internal - Organization
5919,3,4151,61,611110,Education,2017-07-26,External - Hacktivist
5920,81908,1526844,52,521110,Financial,2013-11-25,External - Terrorist
5921,0,0,81,812112,Other,2016-06-19,External - Terrorist
5922,517,1471551,62,622310,Healthcare,2015-05-03,External - Former Consultant
5923,0,0,52,525910,Financial,2019-03-18,Internal - Employee
5924,184,354291,72,722511,Hospitality,2012-05-17,Internal - Other
5925,52542,12370,51,511120,Information,2011-03-09,External - Former Employee
5926,199298,43375,45,454390,Retail,2011-08-08,External - Former Employee
5927,5082,111435,53,531210,Real Estate,2019-10-02,Internal - Employee
5928,67,1024,61,611310,Education,2013-08-28,Internal - Consultant
5929,4,1852,42,423490,Trade,2018-08-11,External - Former Employee
5930,178,226987,44,448120,Retail,2011-06-13,Internal - Employee
5931,607,7532,61,611310,Education,2011-08-30,External - Terrorist
5932,349,9287,61,611110,Education,2018-07-21,External - Terrorist
5933,78,952,62,621999,Healthcare,2019-11-04,Internal - Organization
5934,0,0,61,611310,Education,2015-02-21,Internal - Organization
5935,2,103586,42,423430,Trade,2020-11-12,External - Former Employee
5936,1624,6227,92,921110,Public,2011-06-26,Internal - Organization
5937,1,36258,42,423420,Trade,2019-08-30,Internal - Organization
5938,15,19331,56,561990,Administrative,2013-04-25,External - Other
5939,33,19885,44,448310,Retail,2017-04-05,Internal - Employee
5940,0,0,52,522130,Financial,2012-01-22,External - Vendor
5941,355,190296,71,712110,Entertainment,2018-07-06,Internal - Consultant
5942,16,5634366,56,561440,Administrative,2012-04-12,External - Hacktivist
5943,0,0,23,238210,Construction,2015-05-27,External - Vendor
5944,1340,58965,55,551112,Management,2020-01-23,Internal - Trusted Third Party (TTP)
5945,5,4868,31,312130,Manufacturing,2016-02-20,External - Former Consultant
5946,1173,5284,55,551112,Management,2011-05-20,External - Nation State
5947,116,8822,92,921190,Public,2016-05-04,Internal - Trusted Third Party (TTP)
5948,3426,27831979,56,561990,Administrative,2011-04-27,External - Former Consultant
5949,1415,259799,52,524210,Financial,2011-11-01,External - Hacktivist
5950,0,0,56,561440,Administrative,2012-11-27,External - Terrorist
5951,0,0,52,522210,Financial,2017-08-09,External - Criminal Organization
5952,10,64650,42,423110,Trade,2020-09-10,External - Nation State
5953,4,162459,56,561110,Administrative,2012-05-11,External - Other
5954,39,1663999,56,561990,Administrative,2017-07-07,External - Former Consultant
5955,2,2456,42,424210,Trade,2012-09-16,External - Nation State
5956,0,0,92,921110,Public,2017-02-19,External - Hacktivist
5957,1,20173,21,212291,Mining,2013-08-21,External - Former Employee
5958,195,48652,62,621111,Healthcare,2016-12-05,Internal - Trusted Third Party (TTP)
5959,20893,73679,44,445110,Retail,2016-06-11,External - Criminal Organization
5960,0,0,54,541110,Professional,2015-11-16,External - Vendor
5961,155,164340,51,519130,Information,2012-04-19,External - Other
5962,2,1207,NA,NA,NA,2012-05-17,External - Other
5963,203,269668,54,541512,Professional,2011-08-24,External - Other
5964,162,8528,61,611110,Education,2019-07-04,Internal - Other
5965,0,0,92,923130,Public,2013-12-02,External - Other
5966,0,0,92,921110,Public,2017-01-06,Internal - Employee
5967,29,4234,55,551112,Management,2017-07-14,External - Hacktivist
5968,150,373141,92,921130,Public,2020-09-21,External - Criminal Organization
5969,172,505,52,522110,Financial,2015-12-05,External - Former Consultant
5970,3,15162,81,813920,Other,2020-04-07,Internal - Trusted Third Party (TTP)
